fromaccount,toaccount,syscode,timestamp,amount
D68428,1000093,20,2014/9/10 20:52,200
C48534,1000095,22,2014/9/10 20:52,33
E73230,1000095,22,2014/9/10 20:52,8
E63861,1000091,19,2014/9/10 20:52,200
D54293,1000093,20,2014/9/10 21:09,118
B75910,1000093,20,2014/9/10 21:09,64
B67758,1000095,64,2014/9/10 21:09,38
E65735,1000093,20,2014/9/10 21:09,124
E45779,1000093,20,2014/9/10 21:09,200
E17629,1000016,28,2014/9/10 21:09,960
B64894,1000093,20,2014/9/10 21:09,28
D30666,1000095,64,2014/9/10 21:09,28
D41095,1000093,20,2014/9/10 21:09,30
E66208,1000016,28,2014/9/10 20:22,1850
B78058,1000093,20,2014/9/10 20:22,118
B46765,1000095,64,2014/9/10 20:22,136
B69335,1000093,20,2014/9/10 20:21,186
B31388,1000095,64,2014/9/10 20:22,52
B54438,1000093,20,2014/9/10 20:22,32
B78663,1000091,19,2014/9/10 20:38,64
A63784,1000095,22,2014/9/10 20:38,108
A74350,1000093,20,2014/9/10 20:38,200
C38004,1000091,19,2014/9/10 20:38,106
A69289,1000093,20,2014/9/10 20:38,4
D52043,1000093,20,2014/9/10 20:38,58
C67546,1000095,22,2014/9/10 20:38,200
D45702,1000093,20,2014/9/10 20:38,38
D33828,1000093,20,2014/9/10 20:39,10
C69808,1000093,20,2014/9/10 20:38,200
C70247,1000016,28,2014/9/10 20:14,820
D31257,1000093,20,2014/9/10 20:14,136
B78759,1000093,20,2014/9/10 20:14,82
C71794,1000095,22,2014/9/10 20:14,6
B67460,1000091,19,2014/9/10 20:14,200
C42067,1000093,20,2014/9/10 20:14,76
E66208,1000091,19,2014/9/10 20:14,152
A78290,1000091,19,2014/9/10 20:14,44
A61084,1000091,19,2014/9/10 20:14,200
C73065,1000095,64,2014/9/10 20:14,38
B76918,1000093,20,2014/9/10 21:01,62
A35878,1000093,20,2014/9/10 21:01,118
E75524,1000016,28,2014/9/10 21:01,810
A64011,1000095,22,2014/9/10 21:01,27
A74428,1000091,19,2014/9/10 21:01,28
B64937,1000093,20,2014/9/10 21:01,4
C63907,1000016,28,2014/9/10 21:01,800
A66556,1000095,22,2014/9/10 21:01,19
D62771,1000093,20,2014/9/10 21:01,2
D74840,1000093,20,2014/9/10 21:06,22
E61063,1000095,64,2014/9/10 21:06,32
A75593,1000095,22,2014/9/10 21:06,16
D78120,1000093,20,2014/9/10 21:06,140
C22843,1000095,64,2014/9/10 21:06,83
C79585,1000093,20,2014/9/10 21:06,50
C49176,1000095,64,2014/9/10 21:06,148
D78974,1000091,19,2014/9/10 21:06,128
B60911,1000091,19,2014/9/10 21:06,96
A58992,1000093,20,2014/9/10 21:06,200
B36049,1000093,20,2014/9/10 21:06,36
D38292,1000095,64,2014/9/10 21:06,49
D78873,1000093,20,2014/9/10 20:31,26
E56212,1000016,28,2014/9/10 20:31,200
A73239,1000093,20,2014/9/10 20:31,26
E70203,1000095,64,2014/9/10 20:32,70
A40539,1000091,19,2014/9/10 20:32,20
B45594,1000093,20,2014/9/10 21:30,200
E64182,1000095,64,2014/9/10 21:31,20
B50639,1000093,20,2014/9/10 21:30,18
D58696,1000095,22,2014/9/10 21:31,200
C22320,1000095,22,2014/9/10 21:31,161
C64485,1000093,20,2014/9/10 21:31,6
E43535,1000095,22,2014/9/10 21:31,48
C63719,1000093,20,2014/9/10 21:31,18
E60682,1000093,20,2014/9/10 21:31,28
E55339,1000095,64,2014/9/10 21:31,46
D59310,1000095,64,2014/9/10 21:31,200
C17112,1000091,19,2014/9/10 21:31,2
A62524,1000093,20,2014/9/10 21:31,118
E66068,1000095,22,2014/9/10 21:31,24
C64872,1000095,22,2014/9/10 21:31,22
E76670,1000093,20,2014/9/10 21:31,200
A50470,1000095,64,2014/9/10 21:45,30
C57272,1000016,28,2014/9/10 21:45,540
B12614,1000093,20,2014/9/10 21:45,66
A63814,1000095,22,2014/9/10 21:45,184
E64010,1000093,20,2014/9/10 21:45,144
A58323,1000095,22,2014/9/10 21:45,70
B41785,1000095,22,2014/9/10 21:46,120
A66699,1000095,22,2014/9/10 21:46,24
E60975,1000095,64,2014/9/10 21:46,115
E58121,1000095,64,2014/9/10 21:46,60
A70027,1000093,20,2014/9/10 21:46,200
A69948,1000016,28,2014/9/10 21:46,600
E69157,1000095,22,2014/9/10 21:48,137
D77192,1000093,20,2014/9/10 21:48,186
C50852,1000091,19,2014/9/10 21:48,200
B64803,1000095,64,2014/9/10 21:49,142
A65772,1000095,64,2014/9/10 21:49,43
E33915,1000095,22,2014/9/10 21:49,11
B50451,1000093,20,2014/9/10 21:49,200
D75460,1000093,20,2014/9/10 21:49,84
D52775,1000091,19,2014/9/10 21:49,2
E64390,1000095,64,2014/9/10 21:49,3
A43475,1000095,22,2014/9/10 21:49,1
B30392,1000095,22,2014/9/10 21:49,20
A36745,1000095,64,2014/9/10 21:49,91
D41320,1000095,22,2014/9/10 21:49,83
D26876,1000095,22,2014/9/10 21:49,104
B75062,1000095,22,2014/9/10 21:49,41
A43726,1000095,64,2014/9/10 21:49,120
A70027,1000093,20,2014/9/10 21:49,42
C57976,1000095,22,2014/9/10 22:03,110
A53531,1000095,22,2014/9/10 22:03,43
C69317,1000095,64,2014/9/10 22:03,200
D75527,1000093,20,2014/9/10 22:03,46
E63497,1000095,22,2014/9/10 22:03,22
C49947,1000093,20,2014/9/10 22:03,12
C61951,1000095,64,2014/9/10 22:04,52
A68850,1000095,64,2014/9/10 22:04,35
D28983,1000093,20,2014/9/10 21:53,154
E25151,1000091,19,2014/9/10 21:52,2
E75996,1000091,19,2014/9/10 21:53,200
C62677,1000091,19,2014/9/10 21:53,158
E77279,1000016,28,2014/9/10 21:52,690
A54870,1000095,22,2014/9/10 21:53,3
E75943,1000093,20,2014/9/10 22:07,86
C63764,1000095,64,2014/9/10 22:07,118
C77210,1000095,64,2014/9/10 22:07,48
C68507,1000095,22,2014/9/10 22:07,36
C75594,1000095,64,2014/9/10 22:07,124
A57851,1000095,22,2014/9/10 22:07,57
B78004,1000093,20,2014/9/10 22:07,200
E72609,1000093,20,2014/9/10 22:07,102
B74563,1000093,20,2014/9/10 22:07,44
A42344,1000095,22,2014/9/10 22:07,102
B72232,1000091,19,2014/9/10 22:07,200
A62185,1000095,22,2014/9/10 22:07,6
D35126,1000095,22,2014/9/10 22:07,59
A76439,1000095,22,2014/9/10 22:07,16
B67525,1000093,20,2014/9/10 22:07,20
D57490,1000091,19,2014/9/10 22:07,100
E63497,1000095,22,2014/9/10 22:07,22
E28832,1000095,64,2014/9/10 22:08,44
E59137,1000095,64,2014/9/10 22:08,105
C48255,1000095,22,2014/9/10 22:11,52
D56195,1000093,20,2014/9/10 22:11,158
D69814,1000095,22,2014/9/10 22:11,91
C76495,1000095,64,2014/9/10 22:11,88
D45473,1000095,22,2014/9/10 22:11,200
E66451,1000093,20,2014/9/10 22:11,200
E60672,1000093,20,2014/9/10 22:11,134
E48939,1000095,64,2014/9/10 22:11,200
D62120,1000095,22,2014/9/10 22:11,116
D77142,1000095,64,2014/9/10 22:11,73
D74151,1000095,64,2014/9/10 22:11,62
D79184,1000093,20,2014/9/10 22:11,52
B61786,1000095,64,2014/9/10 22:11,142
B57828,1000093,20,2014/9/10 22:11,34
A65784,1000095,64,2014/9/10 22:11,44
B78103,1000093,20,2014/9/10 22:11,4
C48710,1000095,22,2014/9/10 22:12,16
B40586,1000095,64,2014/9/10 22:12,200
A60422,1000095,22,2014/9/10 22:12,9
A59283,1000095,64,2014/9/10 22:12,179
A17241,1000093,20,2014/9/10 22:12,88
E74292,1000016,28,2014/9/10 21:26,320
E55339,1000095,64,2014/9/10 21:26,41
D42507,1000016,28,2014/9/10 21:26,320
A72193,1000091,19,2014/9/10 21:26,14
A50470,1000095,64,2014/9/10 21:26,24
C25841,1000095,64,2014/9/10 22:24,68
C69841,1000095,64,2014/9/10 22:24,35
B59712,1000095,22,2014/9/10 22:24,49
E59244,1000095,22,2014/9/10 22:24,48
D23956,1000095,64,2014/9/10 22:24,126
E61944,1000095,64,2014/9/10 22:24,65
B72953,1000095,64,2014/9/10 22:24,48
D56866,1000095,22,2014/9/10 22:24,14
C69104,1000095,22,2014/9/10 22:24,27
DE8231,1000095,64,2014/9/10 22:24,3
D64365,1000095,22,2014/9/10 22:24,96
A41521,1000095,64,2014/9/10 22:25,134
C71302,1000095,64,2014/9/10 22:25,32
C68359,1000095,22,2014/9/10 22:25,91
D58860,1000095,64,2014/9/10 22:25,128
E53313,1000095,22,2014/9/10 22:25,110
A51494,1000095,64,2014/9/10 22:25,1
E19291,1000095,22,2014/9/10 22:25,30
A39337,1000095,22,2014/9/10 22:25,22
A51329,1000095,64,2014/9/10 22:25,64
B19492,1000095,64,2014/9/10 22:25,179
A36787,1000095,64,2014/9/10 22:25,104
B70036,1000095,64,2014/9/10 22:25,46
E33759,1000095,64,2014/9/10 22:25,38
D27197,1000095,22,2014/9/10 19:19,3
A61326,1000095,64,2014/9/10 19:19,73
B29374,1000016,28,2014/9/10 19:19,1550
E74828,1000093,20,2014/9/10 19:19,12
B49134,1000093,20,2014/9/10 19:19,110
C16880,1000095,64,2014/9/10 19:19,57
D66994,1000093,20,2014/9/10 19:19,78
C21709,1000095,64,2014/9/10 19:19,145
A61058,1000091,19,2014/9/10 19:20,200
A62679,1000095,22,2014/9/10 19:20,200
B68527,1000091,19,2014/9/10 19:20,150
D51107,1000095,64,2014/9/10 19:20,11
B61539,1000091,19,2014/9/10 19:20,100
A53835,1000095,22,2014/9/10 19:20,67
C77183,1000091,19,2014/9/10 19:20,200
E34340,1000093,20,2014/9/10 18:44,200
D78207,1000093,20,2014/9/10 18:44,128
A77033,1000095,64,2014/9/10 18:44,48
B24517,1000093,20,2014/9/10 18:44,96
E29302,1000195,128,2014/9/10 18:44,1000
A76868,1000093,20,2014/9/10 18:44,66
D69544,1000091,19,2014/9/10 18:44,66
B50745,1000093,20,2014/9/10 18:44,184
C78975,1000093,20,2014/9/10 19:03,2
B70745,1000093,20,2014/9/10 19:04,40
B13115,1000095,22,2014/9/10 19:04,200
D28808,1000093,20,2014/9/10 19:04,200
A58538,1000091,19,2014/9/10 19:04,46
B70424,1000093,20,2014/9/10 19:04,200
D39951,1000091,19,2014/9/10 18:50,20
A62230,1000093,20,2014/9/10 18:50,104
D50683,1000093,20,2014/9/10 18:50,18
E50780,1000095,22,2014/9/10 18:50,17
E68062,1000093,20,2014/9/10 18:50,116
A64125,1000091,19,2014/9/10 18:50,102
D58362,1000091,19,2014/9/10 19:08,172
E71651,1000095,22,2014/9/10 19:08,160
A51825,1000095,64,2014/9/10 19:08,200
B79738,1000091,19,2014/9/10 19:09,14
C70455,1000091,19,2014/9/10 19:08,172
B66988,1000093,20,2014/9/10 19:09,6
A36678,1000093,20,2014/9/10 19:09,200
D55370,1000093,20,2014/9/10 19:09,154
A62989,1000095,64,2014/9/10 19:09,96
B75865,1000093,20,2014/9/10 18:56,2
E59994,1000143,81,2014/9/10 18:56,665
C56569,1000093,20,2014/9/10 18:56,48
C78975,1000093,20,2014/9/10 19:13,184
E45909,1000095,22,2014/9/10 19:14,73
E74828,1000093,20,2014/9/10 19:13,6
B69990,1000093,20,2014/9/10 19:14,200
B79077,1000093,20,2014/9/10 19:14,200
B66988,1000093,20,2014/9/10 19:14,92
A42275,1000093,20,2014/9/10 19:14,200
B60769,1000095,64,2014/9/10 19:49,200
D23018,1000093,20,2014/9/10 19:49,18
B66988,1000093,20,2014/9/10 19:49,122
B54478,1000095,22,2014/9/10 19:50,200
E61937,1000091,19,2014/9/10 19:50,200
A52513,1000093,20,2014/9/10 19:50,60
D61150,1000091,19,2014/9/10 19:50,2
A47029,1000095,22,2014/9/10 19:50,80
B70695,1000093,20,2014/9/10 19:50,24
D23953,1000095,22,2014/9/10 19:50,40
A78779,1000091,19,2014/9/10 19:50,30
B78222,1000091,19,2014/9/10 19:50,54
A30212,1000095,64,2014/9/10 19:50,38
B31641,1000095,22,2014/9/10 19:50,121
D58828,1000093,20,2014/9/10 19:51,200
D56627,1000093,20,2014/9/10 19:51,90
A77188,1000091,19,2014/9/10 19:51,70
D58683,1000093,20,2014/9/10 19:51,16
A74188,1000093,20,2014/9/10 19:51,200
E78845,1000093,20,2014/9/10 21:09,2
C55143,1000093,20,2014/9/10 21:09,200
C63765,1000093,20,2014/9/10 21:09,200
D74840,1000093,20,2014/9/10 21:09,44
A57121,1000095,64,2014/9/10 21:10,102
D78974,1000091,19,2014/9/10 21:09,36
B79039,1000093,20,2014/9/10 21:10,32
C70427,1000093,20,2014/9/10 21:10,94
D62771,1000093,20,2014/9/10 21:10,150
A77686,1000093,20,2014/9/10 21:10,20
C58870,1000095,64,2014/9/10 21:10,171
D39109,1000095,22,2014/9/10 21:10,48
E65424,1000093,20,2014/9/10 21:10,16
A22946,1000095,64,2014/9/10 20:34,72
A39639,1000143,81,2014/9/10 20:35,618
C78739,1000093,20,2014/9/10 20:34,196
A40539,1000091,19,2014/9/10 20:35,18
C24555,1000095,22,2014/9/10 20:39,200
C78354,1000093,20,2014/9/10 20:39,106
A22946,1000095,64,2014/9/10 20:39,40
D63320,1000095,22,2014/9/10 20:39,73
B60294,1000095,22,2014/9/10 20:10,33
D52720,1000091,19,2014/9/10 20:10,200
E53092,1000093,20,2014/9/10 20:10,200
A47374,1000095,22,2014/9/10 20:10,72
A74188,1000093,20,2014/9/10 20:10,178
E24473,1000095,22,2014/9/10 20:11,174
C43131,1000095,22,2014/9/10 20:11,1
C76774,1000095,22,2014/9/10 20:11,52
C55062,1000095,22,2014/9/10 20:11,78
A60516,1000093,20,2014/9/10 20:11,140
D52720,1000091,19,2014/9/10 20:11,78
B75217,1000093,20,2014/9/10 21:01,138
A14985,1000095,64,2014/9/10 21:02,172
A17512,1000093,20,2014/9/10 21:02,200
B78072,1000095,22,2014/9/10 21:01,115
C73152,1000091,19,2014/9/10 21:01,98
A40542,1000095,64,2014/9/10 20:27,200
D67159,1000095,22,2014/9/10 20:27,179
B53269,1000093,20,2014/9/10 20:27,200
E55776,1000095,22,2014/9/10 20:27,84
B77015,1000093,20,2014/9/10 20:27,2
D76175,1000095,22,2014/9/10 20:27,97
B67164,1000095,64,2014/9/10 20:27,200
B54362,1000095,22,2014/9/10 20:27,200
A70605,1000093,20,2014/9/10 20:27,38
E46376,1000095,22,2014/9/10 20:27,168
C78354,1000093,20,2014/9/10 20:27,2
D74647,1000093,20,2014/9/10 20:28,18
E66966,1000095,22,2014/9/10 20:28,30
B67131,1000091,19,2014/9/10 20:32,6
A74839,1000093,20,2014/9/10 20:32,120
E66916,1000095,64,2014/9/10 20:32,200
B69353,1000016,28,2014/9/10 20:32,500
A69846,1000095,64,2014/9/10 20:32,200
C62080,1000091,19,2014/9/10 20:32,200
B70396,1000093,20,2014/9/10 20:32,46
A73993,1000093,20,2014/9/10 20:46,66
C73307,1000091,19,2014/9/10 20:46,168
E52540,1000093,20,2014/9/10 20:46,40
C50616,1000091,19,2014/9/10 20:46,2
B39231,1000095,22,2014/9/10 20:46,110
B70054,1000091,19,2014/9/10 20:46,200
B47821,1000095,22,2014/9/10 20:46,96
C25393,1000091,19,2014/9/10 20:47,50
D74660,1000091,19,2014/9/10 20:47,40
E59370,1000093,20,2014/9/10 20:47,200
E79602,1000093,20,2014/9/10 21:46,152
B74120,1000095,22,2014/9/10 21:46,200
C53228,1000095,22,2014/9/10 21:46,65
D50673,1000093,20,2014/9/10 21:46,2
A56412,1000093,20,2014/9/10 21:46,200
B50451,1000093,20,2014/9/10 21:46,200
B63282,1000093,20,2014/9/10 21:46,200
E55893,1000093,20,2014/9/10 21:46,104
E62582,1000093,20,2014/9/10 21:46,200
E67962,1000095,22,2014/9/10 22:00,38
E70310,1000095,64,2014/9/10 22:00,104
C67206,1000091,19,2014/9/10 22:00,10
B32603,1000095,64,2014/9/10 22:00,200
A76195,1000095,22,2014/9/10 22:00,124
A49391,1000095,22,2014/9/10 22:00,48
B59122,1000095,22,2014/9/10 22:00,35
B41364,1000095,22,2014/9/10 22:00,20
A62185,1000095,22,2014/9/10 22:00,4
E69769,1000093,20,2014/9/10 22:00,200
C63548,1000095,22,2014/9/10 22:00,123
B20859,1000095,22,2014/9/10 22:00,137
B32751,1000095,64,2014/9/10 22:00,200
E35577,1000095,22,2014/9/10 22:00,129
B38417,1000093,20,2014/9/10 22:04,82
B71949,1000095,22,2014/9/10 22:04,22
E34554,1000095,22,2014/9/10 22:04,76
A74652,1000091,19,2014/9/10 22:04,152
E75409,1000095,22,2014/9/10 22:04,27
C65223,1000095,22,2014/9/10 22:04,6
A37643,1000095,64,2014/9/10 22:04,44
D49941,1000093,20,2014/9/10 22:04,76
A24836,1000095,22,2014/9/10 22:04,75
E78143,1000091,19,2014/9/10 22:04,72
D20570,1000093,20,2014/9/10 22:04,40
A58066,1000095,64,2014/9/10 22:04,16
C28457,1000095,22,2014/9/10 22:04,83
E25367,1000095,22,2014/9/10 22:04,107
D65660,1000095,22,2014/9/10 21:18,200
D61550,1000095,64,2014/9/10 21:18,20
B32603,1000095,64,2014/9/10 21:18,120
A68362,1000091,19,2014/9/10 21:18,200
A53210,1000095,64,2014/9/10 21:18,113
E50770,1000095,22,2014/9/10 21:18,91
D17130,1000095,22,2014/9/10 22:08,75
C69169,1000095,22,2014/9/10 22:08,200
A37643,1000095,64,2014/9/10 22:08,40
A75154,1000095,64,2014/9/10 22:08,200
D65224,1000091,19,2014/9/10 22:08,28
B73695,1000095,64,2014/9/10 21:22,200
E76455,1000016,28,2014/9/10 21:22,350
D61031,1000091,19,2014/9/10 21:22,200
B75809,1000091,19,2014/9/10 21:22,92
E64390,1000095,64,2014/9/10 21:22,78
B79113,1000093,20,2014/9/10 21:22,10
A66832,1000093,20,2014/9/10 21:22,200
D57473,1000095,22,2014/9/10 21:22,35
C68301,1000093,20,2014/9/10 21:22,8
B20840,1000095,22,2014/9/10 21:22,160
D78974,1000016,28,2014/9/10 21:22,660
B45283,1000091,19,2014/9/10 21:23,2
E57847,1000095,64,2014/9/10 21:23,169
C15454,1000095,64,2014/9/10 21:23,20
B48429,1000095,22,2014/9/10 21:23,128
D24275,1000016,28,2014/9/10 21:23,1470
C59384,1000095,22,2014/9/10 21:23,107
E23143,1000095,64,2014/9/10 21:23,104
E38882,1000095,22,2014/9/10 21:23,20
B73380,1000095,22,2014/9/10 21:23,104
B79113,1000093,20,2014/9/10 21:27,22
C50403,1000016,28,2014/9/10 21:27,650
E44070,1000095,22,2014/9/10 21:26,76
C65397,1000093,20,2014/9/10 21:27,20
E62243,1000091,19,2014/9/10 21:26,138
B17719,1000016,28,2014/9/10 21:27,420
E74066,1000093,20,2014/9/10 21:27,200
D41587,1000095,22,2014/9/10 21:27,124
A73882,1000095,64,2014/9/10 21:27,14
B74102,1000016,28,2014/9/10 21:27,600
A77928,1000091,19,2014/9/10 21:27,200
A70985,1000093,20,2014/9/10 21:27,36
E62582,1000093,20,2014/9/10 21:27,200
C17112,1000091,19,2014/9/10 21:27,86
B41563,1000095,22,2014/9/10 21:27,19
B61064,1000093,20,2014/9/10 21:27,138
A38639,1000095,22,2014/9/10 21:27,200
E75461,1000093,20,2014/9/10 21:27,2
B57628,1000093,20,2014/9/10 21:27,68
A51601,1000095,22,2014/9/10 21:27,200
E43535,1000095,22,2014/9/10 21:27,4
D41890,1000095,22,2014/9/10 21:27,158
E64182,1000095,64,2014/9/10 21:27,28
A66097,1000095,22,2014/9/10 21:42,22
B76207,1000016,28,2014/9/10 21:42,980
C64485,1000093,20,2014/9/10 21:42,44
A52412,1000095,64,2014/9/10 22:25,44
A51670,1000095,22,2014/9/10 22:25,33
D58271,1000095,22,2014/9/10 22:25,27
D67397,1000095,64,2014/9/10 22:26,96
E47395,1000095,64,2014/9/10 22:25,30
D42459,1000095,64,2014/9/10 22:26,108
A37093,1000095,22,2014/9/10 22:26,113
B72624,1000095,64,2014/9/10 22:26,200
C55403,1000095,64,2014/9/10 22:26,123
B72953,1000095,64,2014/9/10 22:26,19
A32620,1000095,22,2014/9/10 22:26,14
E36519,1000095,22,2014/9/10 22:26,200
D65421,1000095,64,2014/9/10 22:26,30
C76639,1000095,22,2014/9/10 22:26,129
D68844,1000093,20,2014/9/10 22:26,200
D68010,1000095,64,2014/9/10 22:26,67
B23571,1000095,22,2014/9/10 22:26,200
D70042,1000095,22,2014/9/10 22:26,49
B29652,1000095,22,2014/9/10 22:26,200
A20241,1000095,22,2014/9/10 22:27,86
D44802,1000095,64,2014/9/10 22:27,200
C69841,1000095,64,2014/9/10 22:27,12
A70785,1000095,22,2014/9/10 22:27,33
B69059,1000095,64,2014/9/10 22:27,17
B59712,1000095,22,2014/9/10 22:27,49
E36347,1000095,64,2014/9/10 22:27,19
D70954,1000095,64,2014/9/10 19:20,24
C76906,1000093,20,2014/9/10 19:22,182
D56856,1000095,22,2014/9/10 19:21,200
C16880,1000095,64,2014/9/10 19:22,19
C77183,1000091,19,2014/9/10 19:22,26
C13932,1000095,64,2014/9/10 19:22,59
C14228,1000095,22,2014/9/10 19:22,36
D23322,1000095,22,2014/9/10 19:22,75
B54840,1000095,64,2014/9/10 19:22,60
A76669,1000091,19,2014/9/10 19:22,80
D51107,1000095,64,2014/9/10 19:22,9
E54906,1000143,81,2014/9/10 19:22,238
E66266,1000195,128,2014/9/10 19:22,1000
D72485,1000016,28,2014/9/10 19:22,190
D61241,1000095,22,2014/9/10 19:23,36
E64756,1000093,20,2014/9/10 19:04,148
D28808,1000093,20,2014/9/10 19:04,24
E59370,1000093,20,2014/9/10 19:05,40
C62953,1000093,20,2014/9/10 19:05,200
A54075,1000091,19,2014/9/10 19:05,18
E71541,1000091,19,2014/9/10 19:05,28
B29374,1000095,64,2014/9/10 19:05,200
D31171,1000093,20,2014/9/10 19:05,10
C69541,1000095,64,2014/9/10 19:27,200
C65594,1000093,20,2014/9/10 19:27,6
C21598,1000091,19,2014/9/10 19:27,2
E19924,1000095,22,2014/9/10 19:27,104
D68775,1000093,20,2014/9/10 19:27,10
C21887,1000095,64,2014/9/10 19:27,59
C34392,1000091,19,2014/9/10 19:27,56
A75230,1000091,19,2014/9/10 19:27,28
E46750,1000016,28,2014/9/10 19:27,290
E75773,1000093,20,2014/9/10 19:09,200
B70685,1000093,20,2014/9/10 19:09,62
B66190,1000091,19,2014/9/10 19:09,24
B75964,1000016,28,2014/9/10 19:09,420
D57844,1000095,64,2014/9/10 19:09,128
A31491,1000016,28,2014/9/10 19:09,540
B63509,1000016,28,2014/9/10 19:10,1080
C27923,1000095,64,2014/9/10 19:33,51
D72522,1000091,19,2014/9/10 19:33,72
B58335,1000093,20,2014/9/10 19:33,186
D78897,1000093,20,2014/9/10 19:33,18
B62044,1000091,19,2014/9/10 19:33,64
A76090,1000016,28,2014/9/10 19:34,2320
D64180,1000095,64,2014/9/10 19:33,172
C78975,1000093,20,2014/9/10 19:15,16
B62785,1000093,20,2014/9/10 19:38,102
C19618,1000093,20,2014/9/10 19:38,200
A45480,1000093,20,2014/9/10 19:38,82
A76223,1000093,20,2014/9/10 19:38,72
C63212,1000091,19,2014/9/10 19:38,8
B73654,1000091,19,2014/9/10 19:38,24
C55840,1000093,20,2014/9/10 19:38,20
D77902,1000016,28,2014/9/10 14:43,4460
C76058,1000016,28,2014/9/10 14:45,2300
D74190,1000095,22,2014/9/10 14:45,11
C66420,1000016,28,2014/9/10 14:46,820
E50020,1000016,28,2014/9/10 14:46,400
E31283,1000095,22,2014/9/10 14:59,36
D71554,1000143,81,2014/9/10 15:00,390
A55368,1000016,28,2014/9/10 15:01,200
D50166,1000016,28,2014/9/10 15:01,1200
A51437,1000016,28,2014/9/10 15:02,680
A37639,1000095,22,2014/9/10 15:03,124
