fromaccount,toaccount,syscode,timestamp,amount
A65350,1000057,38,2014/9/13 6:45,150
E67066,1000057,38,2014/9/13 6:46,570
C18426,1000027,34,2014/9/13 6:46,370
A64835,1000233,36,2014/9/13 6:46,220
B60546,1000057,38,2014/9/13 6:46,290
B31055,1000057,38,2014/9/13 6:46,570
C14597,1000057,38,2014/9/13 6:46,280
A64835,1000233,36,2014/9/13 6:47,180
E72449,1000001,30,2014/9/13 6:47,220
D73309,1000057,38,2014/9/13 6:47,350
B64721,1000233,36,2014/9/13 6:47,120
C45269,1000010,30,2014/9/13 6:47,300
E52295,1000057,38,2014/9/13 6:47,420
D58881,1000031,34,2014/9/13 6:47,480
B53269,1000233,36,2014/9/13 7:55,860
C20044,1000057,38,2014/9/13 7:55,150
B52905,1000003,30,2014/9/13 7:55,200
B52905,1000003,30,2014/9/13 7:55,300
E59326,1000233,36,2014/9/13 8:09,500
B71449,1000027,34,2014/9/13 8:09,310
B73237,1000057,38,2014/9/13 8:09,360
E59326,1000233,36,2014/9/13 8:09,500
B20633,1000029,34,2014/9/13 8:09,200
D61097,1000027,34,2014/9/13 8:09,350
A73539,1000029,34,2014/9/13 8:09,500
B67911,1000031,34,2014/9/13 8:09,500
D52591,1000057,38,2014/9/13 8:09,620
E59326,1000233,36,2014/9/13 8:09,500
D76704,1000233,36,2014/9/13 8:09,600
D73634,1000233,36,2014/9/13 8:09,610
E32244,1000030,34,2014/9/13 8:09,300
C17084,1000027,34,2014/9/13 8:09,290
C76368,1000031,34,2014/9/13 8:09,490
D52591,1000057,38,2014/9/13 8:09,850
A60963,1000057,38,2014/9/13 8:09,250
A59788,1000003,30,2014/9/13 8:09,150
C47595,1000233,36,2014/9/13 8:09,450
D69070,1000031,34,2014/9/13 8:09,650
D52591,1000057,38,2014/9/13 8:09,1000
D41366,1000233,36,2014/9/13 8:09,340
B78576,1000027,34,2014/9/13 8:09,200
C77666,1000030,34,2014/9/13 7:37,450
E48721,1000003,30,2014/9/13 7:37,150
A58598,1000233,36,2014/9/13 7:37,500
A56650,1000031,34,2014/9/13 7:57,200
B60426,1000003,30,2014/9/13 7:57,500
A68710,1000011,30,2014/9/13 7:57,200
D44628,1000010,30,2014/9/13 7:57,250
C74898,1000030,34,2014/9/13 7:57,180
A56650,1000031,34,2014/9/13 7:57,140
B52905,1000003,30,2014/9/13 7:57,270
D17485,1000001,30,2014/9/13 7:57,550
A41528,1000233,36,2014/9/13 7:57,420
A60463,1000057,38,2014/9/13 7:57,550
A35580,1000057,38,2014/9/13 7:57,250
D78910,1000057,38,2014/9/13 7:57,600
A62230,1000029,34,2014/9/13 7:57,250
E62612,1000031,34,2014/9/13 7:57,600
A75974,1000010,30,2014/9/13 7:57,100
B66525,1000007,30,2014/9/13 7:57,100
C74790,1000057,38,2014/9/13 7:57,320
E35481,1000233,36,2014/9/13 7:58,400
D35608,1000030,34,2014/9/13 7:58,150
C53571,1000011,30,2014/9/13 7:58,400
A48925,1000003,30,2014/9/13 7:58,320
B62609,1000057,38,2014/9/13 7:58,2000
E70491,1000233,36,2014/9/13 7:58,80
C44402,1000233,36,2014/9/13 7:58,370
C66824,1000027,34,2014/9/13 7:58,350
B12956,1000030,34,2014/9/13 7:58,180
D35608,1000030,34,2014/9/13 7:58,100
B52905,1000001,30,2014/9/13 7:58,60
D63259,1000010,30,2014/9/13 7:58,350
C75467,1000003,30,2014/9/13 7:58,350
B62609,1000057,38,2014/9/13 7:58,740
C63946,1000057,38,2014/9/13 7:58,230
A34158,1000057,38,2014/9/13 7:58,320
A59003,1000030,34,2014/9/13 7:58,70
A49188,1000031,34,2014/9/13 7:58,400
E35995,1000011,30,2014/9/13 7:17,150
E27653,1000010,30,2014/9/13 7:17,150
C72846,1000029,34,2014/9/13 7:17,150
D45307,1000027,34,2014/9/13 7:17,140
B77412,1000027,34,2014/9/13 7:17,140
D20739,1000233,36,2014/9/13 7:17,200
C40630,1000057,38,2014/9/13 7:17,590
A77671,1000003,30,2014/9/13 7:17,200
E62023,1000031,34,2014/9/13 7:17,350
A37242,1000030,34,2014/9/13 7:17,180
C72846,1000030,34,2014/9/13 7:17,490
D76811,1000027,34,2014/9/13 7:17,270
B74120,1000003,30,2014/9/13 7:17,120
C40630,1000057,38,2014/9/13 7:17,2000
D65714,1000057,38,2014/9/13 7:41,150
C61059,1000057,38,2014/9/13 7:41,350
C66396,1000233,36,2014/9/13 7:41,300
A74101,1000030,34,2014/9/13 7:41,150
E73908,1000030,34,2014/9/13 7:41,200
B60811,1000027,34,2014/9/13 7:41,350
C66664,1000027,34,2014/9/13 7:41,200
D39730,1000001,30,2014/9/13 7:41,100
C78123,1000010,30,2014/9/13 7:41,250
D29826,1000057,38,2014/9/13 7:41,570
B62232,1000030,34,2014/9/13 7:41,200
E73908,1000030,34,2014/9/13 7:41,200
A42533,1000057,38,2014/9/13 7:41,550
A38545,1000031,34,2014/9/13 7:42,400
E23737,1000057,38,2014/9/13 7:42,300
B68222,1000057,38,2014/9/13 7:42,350
E67224,1000057,38,2014/9/13 7:42,220
A38545,1000029,34,2014/9/13 7:42,450
C66396,1000233,36,2014/9/13 7:42,450
B71016,1000057,38,2014/9/13 7:42,320
B62232,1000029,34,2014/9/13 7:42,200
C61288,1000031,34,2014/9/13 7:42,600
A74101,1000029,34,2014/9/13 7:42,250
B60234,1000001,30,2014/9/13 7:42,210
A36881,1000057,38,2014/9/13 7:42,270
C13581,1000095,64,2014/9/13 10:11,200
D51321,1000095,22,2014/9/13 10:11,3
B54229,1000095,22,2014/9/13 10:11,190
D75706,1000016,28,2014/9/13 10:12,1800
D56678,1000095,22,2014/9/13 10:12,73
A58799,1000095,64,2014/9/13 10:12,176
E31283,1000095,22,2014/9/13 10:12,108
E78276,1000095,22,2014/9/13 10:54,148
D63221,1000095,64,2014/9/13 10:54,70
E76717,1000095,64,2014/9/13 10:54,200
A74706,1000057,38,2014/9/13 8:23,150
E69005,1000010,30,2014/9/13 8:23,350
A54119,1000001,30,2014/9/13 8:23,450
B77874,1000001,30,2014/9/13 8:23,150
C22320,1000001,30,2014/9/13 8:23,220
A21108,1000029,34,2014/9/13 8:23,150
C76590,1000029,34,2014/9/13 8:23,550
B76831,1000233,36,2014/9/13 8:23,300
C62495,1000233,36,2014/9/13 8:23,200
C60174,1000057,38,2014/9/13 8:23,170
DE2950,1000007,30,2014/9/13 8:23,350
B64587,1000003,30,2014/9/13 8:23,280
A55262,1000003,30,2014/9/13 8:23,350
D73509,1000030,34,2014/9/13 8:23,150
B21522,1000027,34,2014/9/13 8:23,70
C79564,1000031,34,2014/9/13 8:23,120
D63952,1000027,34,2014/9/13 8:23,150
C30474,1000057,38,2014/9/13 8:23,250
A60235,1000233,36,2014/9/13 8:23,150
E53238,1000003,30,2014/9/13 8:23,400
A54119,1000001,30,2014/9/13 8:23,160
B54345,1000003,30,2014/9/13 8:23,650
A44412,1000010,30,2014/9/13 8:23,300
B57609,1000011,30,2014/9/13 8:23,250
B78222,1000029,34,2014/9/13 8:23,250
D71499,1000047,36,2014/9/13 8:38,100
E65307,1000233,36,2014/9/13 8:37,200
D27694,1000029,34,2014/9/13 8:38,450
E66423,1000027,34,2014/9/13 8:37,70
A73510,1000027,34,2014/9/13 8:38,500
C19871,1000001,30,2014/9/13 8:39,200
A77452,1000001,30,2014/9/13 8:38,300
B69087,1000010,30,2014/9/13 8:39,250
A37341,1000233,36,2014/9/13 8:38,250
A40563,1000027,34,2014/9/13 8:39,350
B69469,1000027,34,2014/9/13 8:39,150
B79713,1000030,34,2014/9/13 8:38,100
A63866,1000031,34,2014/9/13 8:38,150
B53760,1000027,34,2014/9/13 8:38,200
D73848,1000003,30,2014/9/13 8:38,350
B72919,1000003,30,2014/9/13 8:39,400
D64998,1000057,38,2014/9/13 9:31,670
A33222,1000027,34,2014/9/13 9:31,400
C75126,1000011,30,2014/9/13 9:31,450
D52180,1000057,38,2014/9/13 9:31,300
E58637,1000057,38,2014/9/13 9:31,300
E33008,1000030,34,2014/9/13 9:31,100
E78092,1000029,34,2014/9/13 9:31,600
E51510,1000011,30,2014/9/13 9:31,450
E30433,1000057,38,2014/9/13 9:31,400
E33008,1000030,34,2014/9/13 9:31,180
D70656,1000030,34,2014/9/13 9:31,250
C74526,1000031,34,2014/9/13 9:31,120
E26430,1000003,30,2014/9/13 9:31,400
C68782,1000233,36,2014/9/13 9:31,1200
E62360,1000057,38,2014/9/13 9:31,320
D72189,1000027,34,2014/9/13 9:31,150
D28983,1000030,34,2014/9/13 9:31,500
D76958,1000030,34,2014/9/13 9:31,680
B17994,1000001,30,2014/9/13 9:31,100
E79478,1000001,30,2014/9/13 9:31,70
A74087,1000037,34,2014/9/13 9:31,1150
C43999,1000003,30,2014/9/13 9:31,300
B68369,1000001,30,2014/9/13 9:31,200
C54420,1000027,34,2014/9/13 9:32,100
D44371,1000010,30,2014/9/13 9:32,250
A66498,1000001,30,2014/9/13 9:32,220
C75126,1000011,30,2014/9/13 9:32,300
B51416,1000057,38,2014/9/13 9:32,400
D70656,1000029,34,2014/9/13 9:32,150
C73152,1000003,30,2014/9/13 9:32,500
ED8346,1000057,38,2014/9/13 9:32,300
A43475,1000057,38,2014/9/13 9:32,170
A43972,1000011,30,2014/9/13 8:26,200
B39173,1000001,30,2014/9/13 8:26,30
B77619,1000011,30,2014/9/13 8:27,250
C77676,1000030,34,2014/9/13 8:26,180
C25393,1000030,34,2014/9/13 8:26,100
C61703,1000027,34,2014/9/13 8:26,150
C50125,1000057,38,2014/9/13 8:27,270
E46269,1000233,36,2014/9/13 8:26,400
D73160,1000233,36,2014/9/13 8:27,820
B77619,1000011,30,2014/9/13 8:27,150
A55192,1000003,30,2014/9/13 8:26,150
A43972,1000011,30,2014/9/13 8:27,150
B63144,1000001,30,2014/9/13 8:26,160
C25393,1000030,34,2014/9/13 8:27,350
C76590,1000027,34,2014/9/13 8:26,200
C61781,1000057,38,2014/9/13 8:27,310
D50888,1000057,38,2014/9/13 8:27,540
D45932,1000057,38,2014/9/13 9:10,460
C76017,1000003,30,2014/9/13 9:10,200
E23698,1000029,34,2014/9/13 9:10,220
E67792,1000030,34,2014/9/13 9:10,270
E78554,1000030,34,2014/9/13 9:10,200
D45932,1000057,38,2014/9/13 9:10,890
A55387,1000057,38,2014/9/13 9:10,250
B57917,1000233,36,2014/9/13 9:10,200
E65887,1000001,30,2014/9/13 9:10,150
A57202,1000003,30,2014/9/13 9:10,520
A35981,1000011,30,2014/9/13 9:10,600
E55506,1000030,34,2014/9/13 9:10,170
A36191,1000031,34,2014/9/13 9:10,150
A79379,1000029,34,2014/9/13 9:10,600
B49725,1000057,38,2014/9/13 9:10,350
B78609,1000057,38,2014/9/13 9:10,470
C76386,1000233,36,2014/9/13 9:10,150
A59255,1000010,30,2014/9/13 9:10,250
E23698,1000029,34,2014/9/13 9:10,460
E58720,1000030,34,2014/9/13 9:10,750
C57976,1000057,38,2014/9/13 9:10,310
C44464,1000057,38,2014/9/13 9:10,440
D50566,1000233,36,2014/9/13 9:11,200
C41107,1000031,34,2014/9/13 9:11,470
B43230,1000057,38,2014/9/13 9:11,520
C49838,1000057,38,2014/9/13 9:11,280
A70720,1000001,30,2014/9/13 9:11,250
E52228,1000011,30,2014/9/13 9:11,450
D45702,1000029,34,2014/9/13 9:11,240
A34859,1000057,38,2014/9/13 9:11,570
B78459,1000233,36,2014/9/13 8:14,800
A23219,1000233,36,2014/9/13 8:14,800
D40454,1000003,30,2014/9/13 8:15,100
D63793,1000003,30,2014/9/13 8:15,250
A65343,1000057,38,2014/9/13 8:15,120
B34862,1000030,34,2014/9/13 8:14,450
E66547,1000233,36,2014/9/13 8:15,220
B13988,1000057,38,2014/9/13 8:14,370
CE8280,1000057,38,2014/9/13 8:14,220
A70136,1000057,38,2014/9/13 8:15,70
C76433,1000030,34,2014/9/13 8:14,200
C76762,1000233,36,2014/9/13 8:15,480
C64411,1000010,30,2014/9/13 8:14,100
E34210,1000011,30,2014/9/13 8:50,200
D35963,1000003,30,2014/9/13 8:50,250
B77475,1000001,30,2014/9/13 8:50,100
D69935,1000057,38,2014/9/13 8:50,920
B33568,1000027,34,2014/9/13 8:50,150
E68764,1000031,34,2014/9/13 8:50,180
D23484,1000029,34,2014/9/13 8:50,200
C27747,1000001,30,2014/9/13 8:50,170
D63544,1000057,38,2014/9/13 8:50,260
E67195,1000233,36,2014/9/13 8:50,30
D23484,1000029,34,2014/9/13 8:50,200
D43469,1000029,34,2014/9/13 8:50,250
C55039,1000211,38,2014/9/13 8:50,550
C74463,1000057,38,2014/9/13 8:50,250
C52072,1000057,38,2014/9/13 8:50,250
D59292,1000233,36,2014/9/13 8:50,190
B71176,1000001,30,2014/9/13 8:50,340
E65658,1000030,34,2014/9/13 8:50,300
C71860,1000030,34,2014/9/13 8:50,250
C73760,1000057,38,2014/9/13 8:50,170
A45770,1000057,38,2014/9/13 8:50,270
C49672,1000233,36,2014/9/13 8:50,80
E65404,1000010,30,2014/9/13 8:50,250
E68764,1000031,34,2014/9/13 8:50,200
D23484,1000029,34,2014/9/13 8:50,150
D49941,1000027,34,2014/9/13 8:50,370
C70716,1000057,38,2014/9/13 8:50,200
C41575,1000233,36,2014/9/13 8:50,500
C71860,1000030,34,2014/9/13 8:51,180
C69291,1000027,34,2014/9/13 8:51,300
B57134,1000003,30,2014/9/13 8:51,100
E24450,1000057,38,2014/9/13 8:51,300
E74445,1000057,38,2014/9/13 8:51,340
B72365,1000233,36,2014/9/13 8:51,130
E44411,1000233,36,2014/9/13 8:51,70
D70714,1000027,34,2014/9/13 8:51,300
B40352,1000030,34,2014/9/13 8:51,100
A66724,1000030,34,2014/9/13 8:51,500
B62302,1000057,38,2014/9/13 8:51,290
C34680,1000057,38,2014/9/13 8:51,270
B77629,1000027,34,2014/9/13 9:16,250
A77686,1000037,34,2014/9/13 9:16,650
E61588,1000030,34,2014/9/13 9:16,150
E72460,1000007,30,2014/9/13 9:16,350
E64693,1000057,38,2014/9/13 9:16,240
A66488,1000233,36,2014/9/13 9:16,220
E78278,1000030,34,2014/9/13 9:16,350
E61588,1000030,34,2014/9/13 9:16,450
C12573,1000029,34,2014/9/13 9:16,150
D20918,1000001,30,2014/9/13 9:16,300
B35950,1000057,38,2014/9/13 10:16,150
A77089,1000037,34,2014/9/13 10:16,1860
B60211,1000233,36,2014/9/13 10:17,1016
A63784,1000030,34,2014/9/13 10:17,500
E29972,1000003,30,2014/9/13 10:17,550
A68557,1000233,36,2014/9/13 10:17,1166
D43091,1000031,34,2014/9/13 10:17,120
E73724,1000003,30,2014/9/13 10:17,450
B77098,1000231,36,2014/9/13 10:17,1000
A72683,1000233,36,2014/9/13 10:17,1318
D68169,1000232,36,2014/9/13 10:17,2930
D48175,1000212,38,2014/9/13 10:17,600
E68328,1000029,34,2014/9/13 10:17,250
B60211,1000233,36,2014/9/13 10:17,566
A71792,1000057,38,2014/9/13 10:18,380
C67786,1000233,36,2014/9/13 10:18,644
C45467,1000030,34,2014/9/13 10:18,180
A68557,1000233,36,2014/9/13 10:18,1466
B74886,1000233,36,2014/9/13 10:18,1000
D47315,1000047,36,2014/9/13 10:18,3680
B63832,1000031,34,2014/9/13 10:18,1450
B77086,1000007,30,2014/9/13 10:18,150
B74555,1000213,38,2014/9/13 10:18,800
D60287,1000047,36,2014/9/13 10:19,1980
C29982,1000213,38,2014/9/13 10:19,600
C40137,1000233,36,2014/9/13 10:19,2648
A75638,1000233,36,2014/9/13 10:19,866
D53868,1000055,38,2014/9/13 10:19,800
A75053,1000041,34,2014/9/13 10:20,130
A43262,1000233,36,2014/9/13 10:20,622
C62881,1000233,36,2014/9/13 10:20,866
D58187,1000056,38,2014/9/13 10:20,1166
B35762,1000233,36,2014/9/13 10:21,866
D74742,1000232,36,2014/9/13 10:21,1630
E74491,1000001,30,2014/9/13 10:21,766
C33601,1000057,38,2014/9/13 10:21,300
C35475,1000233,36,2014/9/13 10:57,1516
A15336,1000233,36,2014/9/13 10:57,350
A79370,1000027,34,2014/9/13 11:02,860
D32336,1000040,34,2014/9/13 11:02,2250
E71625,1000040,34,2014/9/13 11:02,250
A73622,1000027,34,2014/9/13 11:02,816
C50408,1000179,37,2014/9/13 11:02,700
B78888,1000001,30,2014/9/13 11:02,666
A29007,1000231,36,2014/9/13 11:03,944
E33315,1000231,36,2014/9/13 11:03,1400
B52985,1000233,36,2014/9/13 11:03,1316
E30658,1000002,99,2014/9/13 11:03,594
A24038,1000015,99,2014/9/13 11:03,722
A47575,1000159,38,2014/9/13 11:03,700
A47575,1000159,38,2014/9/13 11:03,966
D35372,1000055,38,2014/9/13 11:03,766
E56182,1000055,38,2014/9/13 11:03,766
B63513,1000159,38,2014/9/13 11:03,966
E60876,1000027,34,2014/9/13 11:03,644
A45621,1000027,34,2014/9/13 11:03,894
D34936,1000029,34,2014/9/13 11:03,1200
D60513,1000031,34,2014/9/13 11:03,500
C71777,1000041,34,2014/9/13 11:03,816
A37093,1000179,37,2014/9/13 11:03,800
A45934,1000001,30,2014/9/13 11:03,666
A74216,1000233,36,2014/9/13 11:03,600
C65221,1000212,38,2014/9/13 10:51,1000
C32999,1000057,38,2014/9/13 10:51,150
A66680,1000055,38,2014/9/13 10:51,300
D74372,1000002,99,2014/9/13 10:52,1166
A71911,1000095,64,2014/9/13 9:34,25
E73277,1000016,28,2014/9/13 9:34,180
B67145,1000143,81,2014/9/13 9:34,570
A62642,1000143,81,2014/9/13 9:34,570
E73522,1000016,28,2014/9/13 9:35,2560
B23070,1000098,26,2014/9/13 9:36,420
B75480,1000055,38,2014/9/13 10:58,566
A57629,1000211,38,2014/9/13 10:59,900
B44833,1000055,38,2014/9/13 10:59,966
E21854,1000185,38,2014/9/13 10:59,1090
B73198,1000231,36,2014/9/13 10:43,716
D76394,1000015,99,2014/9/13 10:43,720
B70184,1000213,38,2014/9/13 10:43,1460
B74519,1000212,38,2014/9/13 10:43,900
E39069,1000055,38,2014/9/13 10:43,544
D65287,1000001,30,2014/9/13 10:43,422
A69379,1000001,30,2014/9/13 10:43,1066
C26379,1000040,34,2014/9/13 10:43,1050
B69635,1000233,36,2014/9/13 10:43,666
A68754,1000027,34,2014/9/13 10:53,766
C46964,1000027,34,2014/9/13 10:54,944
D72508,1000183,38,2014/9/13 10:53,1000
B58527,1000233,36,2014/9/13 10:54,70
A70240,1000231,36,2014/9/13 10:53,300
C75088,1000001,30,2014/9/13 10:54,494
A28270,1000027,34,2014/9/13 10:53,966
C16000,1000037,34,2014/9/13 10:54,590
A78273,1000233,36,2014/9/13 10:53,866
D59519,1000231,36,2014/9/13 10:53,500
C70925,1000233,36,2014/9/13 10:53,1566
E28375,1000233,36,2014/9/13 10:53,866
D74799,1000233,36,2014/9/13 10:54,916
C68001,1000001,30,2014/9/13 10:53,300
C74810,1000027,34,2014/9/13 10:54,300
E69769,1000037,34,2014/9/13 10:53,850
E69943,1000182,38,2014/9/13 10:53,100
B44905,1000185,38,2014/9/13 10:54,400
C52825,1000186,38,2014/9/13 10:53,100
E78083,1000231,36,2014/9/13 10:54,566
A40738,1000003,30,2014/9/13 10:53,300
E78605,1000092,21,2014/9/13 19:56,130
E47511,1000016,28,2014/9/13 19:57,1520
D67688,1000091,19,2014/9/13 19:57,130
D79762,1000091,19,2014/9/13 19:57,200
E67332,1000093,20,2014/9/13 19:57,2
A69165,1000093,20,2014/9/13 19:57,14
D78709,1000093,20,2014/9/13 19:57,26
A49696,1000095,22,2014/9/13 19:57,200
B65652,1000093,20,2014/9/13 19:57,82
C53985,1000093,20,2014/9/13 19:57,200
B69686,1000092,21,2014/9/13 19:57,200
C75181,1000091,19,2014/9/13 19:57,34
B47341,1000092,21,2014/9/13 19:57,2
C72075,1000092,21,2014/9/13 19:57,200
C32344,1000016,28,2014/9/13 19:57,1870
A76620,1000091,19,2014/9/13 19:57,134
D65148,1000095,64,2014/9/13 19:57,200
B76649,1000091,19,2014/9/13 19:57,98
E25684,1000092,21,2014/9/13 19:57,138
A23201,1000092,21,2014/9/13 19:57,200
C71400,1000016,28,2014/9/13 19:57,800
E78606,1000091,19,2014/9/13 19:57,14
D31531,1000091,19,2014/9/13 20:58,132
C77842,1000092,21,2014/9/13 20:58,98
C79247,1000093,20,2014/9/13 20:58,8
B63257,1000092,21,2014/9/13 20:58,200
C49962,1000095,22,2014/9/13 20:58,67
A79571,1000092,21,2014/9/13 20:58,136
E77791,1000091,19,2014/9/13 20:58,128
E68576,1000091,19,2014/9/13 20:58,146
A51051,1000093,20,2014/9/13 20:58,12
A49913,1000093,20,2014/9/13 20:58,178
B71291,1000092,21,2014/9/13 20:58,2
E73318,1000093,20,2014/9/13 20:58,182
D55177,1000095,64,2014/9/13 20:58,200
E14544,1000091,19,2014/9/13 20:58,44
A76747,1000092,21,2014/9/13 20:58,10
B61768,1000092,21,2014/9/13 20:58,200
A68536,1000092,21,2014/9/13 20:59,12
E53594,1000091,19,2014/9/13 20:58,140
B70764,1000093,20,2014/9/13 20:59,46
B56459,1000092,21,2014/9/13 20:59,104
B55701,1000093,20,2014/9/13 20:59,62
C69073,1000093,20,2014/9/13 20:59,80
A63957,1000093,20,2014/9/13 20:59,92
E48676,1000092,21,2014/9/13 20:59,4
D78120,1000093,20,2014/9/13 21:00,166
D77756,1000016,28,2014/9/13 20:59,2200
D64884,1000093,20,2014/9/13 20:59,200
E76581,1000093,20,2014/9/13 20:59,118
D57859,1000093,20,2014/9/13 20:59,114
D52855,1000092,21,2014/9/13 20:59,200
B62337,1000095,22,2014/9/13 21:00,28
A77258,1000092,21,2014/9/13 21:00,82
E65424,1000093,20,2014/9/13 20:59,84
B58903,1000091,19,2014/9/13 20:59,2
C47019,1000091,19,2014/9/13 21:00,200
D61150,1000091,19,2014/9/13 21:00,200
A61217,1000091,19,2014/9/13 21:00,180
E35279,1000095,22,2014/9/13 21:00,62
D73552,1000095,64,2014/9/13 21:00,12
B66545,1000091,19,2014/9/13 21:00,130
C59570,1000093,20,2014/9/13 21:00,166
A46412,1000091,19,2014/9/13 21:00,50
D61100,1000092,21,2014/9/13 21:00,114
A59788,1000095,64,2014/9/13 21:00,46
C66367,1000092,21,2014/9/13 21:00,2
C66755,1000016,28,2014/9/13 21:00,1820
A67560,1000091,19,2014/9/13 21:00,200
B64513,1000092,21,2014/9/13 21:00,48
A70833,1000091,19,2014/9/13 21:00,40
D61070,1000092,21,2014/9/13 21:00,200
C27701,1000095,22,2014/9/13 21:00,54
D74183,1000091,19,2014/9/13 21:00,8
C70925,1000092,21,2014/9/13 21:00,200
D44441,1000092,21,2014/9/13 21:00,200
A50024,1000092,21,2014/9/13 21:00,102
B61866,1000092,21,2014/9/13 21:00,200
B66726,1000091,19,2014/9/13 21:00,92
C78398,1000092,21,2014/9/13 21:00,18
C54967,1000095,64,2014/9/13 21:00,59
B72707,1000095,64,2014/9/13 21:00,70
D56147,1000093,20,2014/9/13 21:00,200
E48676,1000092,21,2014/9/13 21:00,6
E64641,1000005,28,2014/9/13 11:38,1500
C70576,1000005,28,2014/9/13 11:38,750
E75585,1000016,28,2014/9/13 11:42,100
A55939,1000016,28,2014/9/13 11:42,200
A77171,1000016,28,2014/9/13 11:43,150
C58093,1000016,28,2014/9/13 11:43,950
E59214,1000095,64,2014/9/13 11:56,11
D73122,1000016,28,2014/9/13 11:56,300
C67093,1000005,28,2014/9/13 11:56,1750
C46077,1000093,20,2014/9/13 21:01,200
C51646,1000095,22,2014/9/13 8:45,40
E68852,1000095,22,2014/9/13 8:46,40
B73921,1000016,28,2014/9/13 8:46,930
C71012,1000143,81,2014/9/13 8:46,285
D63270,1000095,22,2014/9/13 8:47,28
A52717,1000095,64,2014/9/13 8:47,6
E26392,1000095,22,2014/9/13 8:47,14
A67652,1000005,28,2014/9/13 11:23,1100
A66047,1000095,22,2014/9/13 14:40,20
B71489,1000095,64,2014/9/13 14:40,30
B73377,1000095,22,2014/9/13 14:40,145
C52026,1000095,22,2014/9/13 15:11,200
E77010,1000016,28,2014/9/13 15:11,1350
B66199,1000095,22,2014/9/13 15:11,81
E65572,1000016,28,2014/9/13 15:11,250
C59061,1000016,28,2014/9/13 15:11,1550
E58984,1000016,28,2014/9/13 15:12,2000
B48301,1000016,28,2014/9/13 15:12,280
A40539,1000091,19,2014/9/13 19:36,20
A59232,1000092,21,2014/9/13 19:36,52
B69990,1000093,20,2014/9/13 19:36,200
C78307,1000016,28,2014/9/13 19:36,630
A38821,1000093,20,2014/9/13 19:36,22
B52985,1000092,21,2014/9/13 19:36,122
A79635,1000093,20,2014/9/13 19:36,162
C62704,1000091,19,2014/9/13 19:37,200
D61953,1000091,19,2014/9/13 19:36,40
A61185,1000093,20,2014/9/13 19:37,60
B70643,1000093,20,2014/9/13 19:36,16
E68888,1000092,21,2014/9/13 19:36,10
C76564,1000093,20,2014/9/13 19:37,18
C77545,1000092,21,2014/9/13 19:45,92
A73480,1000092,21,2014/9/13 19:45,76
A23201,1000092,21,2014/9/13 19:46,70
C77289,1000091,19,2014/9/13 19:45,68
C78180,1000092,21,2014/9/13 19:45,96
B77907,1000091,19,2014/9/13 19:45,200
